MS3_id	uniprot_id	gene_name_species	sp_ident	sp_sim	sp_cov	sman_id	sman_ident	sman_simil	sman_cov	sjap_id	sjap_ident	sjap_simil	sjap_cov	opvi_id	opvi_ident	opvi_simil	opvi_cov	closi_id	closi_ident	closi_simil	closi_cov	fahe_id	fahe_ident	fahe_simil	fahe_cov	male_tpm	female_tpm	cel_id	cel_ident	cel_simil	cel_cov	dmel_id	dmel_ident	dmel_simil	dmel_cov	mus_id	mus_ident	mus_simil	mus_cov	hsa_id	hsa_ident	hsa_simil	hsa_lower_75_qtl	hsa_cov	cel_leth	dmel_leth	mus_leth	chokepoint
MS3_07241	O45228	PROD_CAEEL	37.3	50.1	0.938433	Smp_170690.1	68.9	72.0	0.919776					T265_13909	53.9	66.7	0.938433	csin104095	30.9	38.0	0.845149					22.61	9.67	B0513.5a	37.3	50.1	0.938433	FBpp0076905	33.6	46.6	0.919776	ENSMUSP00000003620.5	38.3	50.9	0.929104	ENSP00000349577.6	38.9	51.0	FALSE	0.912313				TRUE
MS3_07240	Q9GP34	CCNH_ECHMU	29.7	42.3	0.599638	Smp_170730.1	79.3	81.5	0.981884	Sjp_0004200	76.1	80.6	0.978261	T265_07486	62.1	74.6	0.978261	csin109711	39.6	51.2	0.686594	D915_15299	25.5	28.2	0.335145	80.82	151.65	CD4.6	16.7	24.6	0.418478	FBpp0079538	17.8	24.6	0.416667	ENSMUSP00000033008.9	18.0	27.1	0.422101	ENSP00000379676.2	17.7	25.8	TRUE	0.400362	CD4.6	FBpp0079538		FALSE
MS3_07239	Q96MT7	CFA44_HUMAN	25.8	39.2	0.976898	Smp_170700.1	34.6	40.1	0.858086	Sjp_0004230	39.6	44.5	0.993399	T265_12437	18.0	22.4	0.993399	csin103619	18.0	22.1	0.993399	D915_08368	13.0	16.3	0.257426	1.70	0.10	F38A6.2a	13.5	25.2	0.854785	FBpp0110135	9.2	15.5	0.942244	ENSMUSP00000097331.2	13.5	20.2	0.966997	ENSP00000377428.2	13.8	20.9	TRUE	0.976898				FALSE
MS3_07238	Q91998	BRN3_CHICK	28.4	42.8	0.789203	Smp_000690.1	76.4	83.4	0.953728	Sjp_0013690	50.8	62.6	0.876607	T265_05154	19.0	29.6	0.884319	csin109952	20.5	31.7	0.699229	D915_00195	16.2	24.4	0.85347	0.00	0.46	C30A5.7a	22.1	33.3	0.624679	FBpp0073832	25.8	40.1	0.832905	ENSMUSP00000025374.3	26.0	40.0	0.771208	ENSP00000230732.4	25.8	40.5	TRUE	0.771208		FBpp0073832		FALSE
MS3_07237	P62068	UBP46_HUMAN	39.1	51.0	0.848684	Smp_000710.1	70.4	71.1	0.996711	Sjp_0106640	31.7	33.9	0.506579	T265_06796	35.2	44.6	0.911184	csin111272	20.0	24.8	0.934211	D915_11393	21.3	26.2	0.444079	96.68	123.48	R10E11.3a	35.8	46.5	0.930921	FBpp0083704	34.2	43.3	0.875	ENSMUSP00000070554.7	39.1	51.0	0.848684	ENSP00000390102.2	41.8	54.5	FALSE	0.848684				FALSE
MS3_07236	P26990	ARF6_CHICK	72.7	82.4	0.993865	Smp_000730.1	92.6	92.6	1	Sjp_0013640	84.2	87.6	1	T265_14125	56.7	73.2	0.96319	csin111923	74.4	81.1	0.957055	D915_15359	57.5	70.7	1	61.32	39.03	Y116A8C.12	67.0	80.1	0.993865	FBpp0086507	69.9	80.1	0.993865	ENSMUSP00000055862.7	72.7	82.4	0.993865	ENSP00000298316.5	72.7	82.4	FALSE	0.993865	Y116A8C.12		ENSMUSP00000055862.7	TRUE
MS3_07235	A4L9P5	HIPK1_RAT	28.6	40.8	0.830293	Smp_000720.1	94.8	97.2	0.997621	Sjp_0106630	48.3	52.4	0.590801	T265_06794	34.6	44.2	0.899286	csin103312	28.3	36.9	0.835845	D915_07963	20.4	23.6	0.29659	48.40	37.47	F20B6.8b	23.5	31.5	0.565424	FBpp0072450	26.5	38.5	0.846947	ENSMUSP00000029438.8	28.3	40.9	0.827121	ENSP00000358568.1	28.0	40.1	TRUE	0.804917		FBpp0072450		FALSE
MS3_07234	Q8BTK5	SMYD4_MOUSE	19.4	33.3	0.762651	Smp_000700.1	83.8	88.8	0.938554	Sjp_0013680	46.8	54.5	0.645783	T265_11625	34.4	51.8	0.914458	csin111530	34.9	52.6	0.914458	D915_13489	15.5	23.5	0.409639	16.36	5.67	R09E12.3	7.0	14.4	0.289157	FBpp0087232	23.2	37.5	0.742169	ENSMUSP00000047505.2	19.4	33.3	0.762651	ENSP00000304360.7	19.1	34.1	TRUE	0.784337		FBpp0087232		FALSE
MS3_07233	Q6ZQK5	ACAP2_MOUSE	23.0	36.0	0.663246	Smp_000670.1	89.3	93.6	1	Sjp_0013720	71.9	82.8	0.990672	T265_05155	33.6	48.2	0.872201	csin109953	34.0	48.8	0.886194	D915_14759	20.1	28.6	0.48694	46.40	16.67	Y17G7B.15a	21.2	33.8	0.66791	FBpp0083762	18.8	28.0	0.497201	ENSMUSP00000061501.7	23.0	36.0	0.663246	ENSP00000324287.6	22.5	35.5	TRUE	0.659515				TRUE
MS3_07232	Q9WVD5	ORNT1_MOUSE	38.2	54.7	0.851003	Smp_000680.1	84.5	86.8	0.893983	Sjp_0013700	71.6	77.7	0.842407	T265_13697	38.1	47.0	0.91404	csin109951	55.1	66.2	0.928367	D915_04534	52.2	61.0	0.7851	122.02	143.01	T10F2.2	42.7	58.1	0.842407	FBpp0071439	31.7	44.3	0.931232	ENSMUSP00000033871.6	38.2	54.7	0.851003	ENSP00000342267.4	38.5	55.2	FALSE	0.851003		FBpp0071439		FALSE
MS3_07231	P04182	OAT_RAT	49.5	57.2	0.990506	Smp_000660.1	68.4	70.0	1	Sjp_0102920	36.6	40.0	0.620253	T265_05157	65.7	73.9	0.996835	csin109954	66.3	74.6	0.996835	D915_09934	30.8	35.3	0.560127	153.89	97.74	C16A3.10	43.6	56.6	1	FBpp0074729	47.2	58.1	0.990506	ENSMUSP00000081544.6	49.3	57.5	0.990506	ENSP00000357838.5	49.5	56.8	FALSE	0.990506		FBpp0074729	ENSMUSP00000081544.6	TRUE
MS3_07230	Q6GM71	LRWD1_XENLA	8.8	14.3	0.260633	Smp_160000.1	89.8	92.0	0.972305	Sjp_0010130	74.9	80.8	0.987636	T265_01815	52.0	64.1	0.949555	csin107192	51.9	64.7	0.953511	D915_06840	24.1	29.2	0.412957	48.46	14.77									ENSMUSP00000006301.4	8.7	13.2	0.260138	ENSP00000292616.5	8.9	13.4	TRUE	0.260138				FALSE
MS3_07229	A3KN83	SBNO1_HUMAN	36.9	47.8	0.716209	Smp_160030.1	59.6	61.5	0.64498					T265_04800	61.7	72.5	0.958497	csin107958	59.6	70.1	0.973079	D915_12222	34.4	41.4	0.567583	76.51	21.05	F20H11.2	30.1	42.0	0.796971	FBpp0309425	34.2	46.2	0.780707	ENSMUSP00000142827.1	21.1	26.7	0.393718	ENSP00000387361.2	36.9	47.8	FALSE	0.716209	F20H11.2	FBpp0309425		FALSE
MS3_07228	Q25414	5HTR_LYMST	25.6	36.6	0.620944	Smp_197700.1	36.4	44.3	0.952802	Sjp_0010170	37.8	51.0	0.890855	T265_04058	28.1	39.0	0.749263	csin103340	32.5	47.2	0.884956	D915_04635	25.5	36.1	0.815634	0.00	0.00	Y22D7AR.13	23.7	34.4	0.575221	FBpp0085761	21.4	33.8	0.812684	ENSMUSP00000022235.4	24.2	35.8	0.578171	ENSP00000316244.3	23.7	35.6	TRUE	0.566372				FALSE
MS3_07227						Smp_160000.1	4.9	5.0	0.923077	Sjp_0010130	3.9	4.4	1	T265_01815	3.2	3.8	1	csin107192	3.1	3.8	1	D915_06840	6.7	8.3	1	0.42	0.59																					FALSE
MS3_07226	Q63615	VP33A_RAT	29.3	45.8	0.776389	Smp_069670.1	84.0	87.8	0.918056	Sjp_0010160	77.9	84.1	1	T265_00766	46.1	63.0	0.915278	csin103495	32.5	44.7	0.875	D915_14428	19.7	28.6	0.445833	46.16	35.36	B0303.9	21.0	37.1	0.754167	FBpp0074496	25.4	41.4	0.776389	ENSMUSP00000031388.8	29.2	45.7	0.776389	ENSP00000267199.3	29.3	45.3	TRUE	0.776389		FBpp0074496		FALSE
MS3_07225						Smp_160010.1	19.6	20.9	1	Sjp_0010150	48.3	58.6	0.9375	T265_00643	13.5	17.7	1	csin111551	13.2	17.2	1	D915_10659	14.0	17.1	1	0.00	0.00																					FALSE
MS3_07224						Smp_160010.1	43.2	50.9	0.922078	Sjp_0010140	36.7	47.5	0.655844	T265_00643	16.5	26.1	0.847403	csin111551	16.8	25.6	0.883117	D915_10659	16.0	26.2	0.834416	0.14	0.00																					FALSE
MS3_07223						Smp_164160.1	35.9	37.1	0.992727	Sjp_0020500	14.4	16.0	0.429091													0.00	0.00																					FALSE
MS3_07222	Q5R5Q2	SRRM1_PONAB	16.1	23.5	0.942356	Smp_164160.1	53.3	54.9	0.987469	Sjp_0020500	42.3	49.0	0.829574	T265_11132	21.0	27.5	0.426065	csin105069	13.5	16.3	0.230576	D915_13556	13.1	18.3	0.601504	189.52	173.74	F28D9.1	21.4	32.5	0.892231	FBpp0075617	12.9	20.1	0.85213	ENSMUSP00000030613.3	16.9	23.9	0.974937	ENSP00000326261.8	16.4	23.7	TRUE	0.929825	F28D9.1	FBpp0075617		TRUE
MS3_07221	P53500	ACT_CYAM1	40.2	63.3	0.989247	Smp_077850.1	95.4	97.8	1	Sjp_0134170	40.1	45.2	0.497312	T265_00572	40.0	60.8	0.989247	csin110541	16.0	24.3	0.991935	D915_04150	46.4	68.3	0.978495	33.85	25.94	M03F4.2a	39.1	60.7	0.991935	FBpp0070787	39.3	60.4	0.991935	ENSMUSP00000071486.6	38.3	60.6	0.983871	ENSP00000331514.2	38.3	60.6	FALSE	0.983871		FBpp0070787	ENSMUSP00000071486.6	FALSE
MS3_07220	P10365	ACT_THELA	33.4	46.8	0.98062	Smp_077860.1	66.6	67.1	1	Sjp_0108410	60.8	65.5	1	T265_07466	23.6	27.3	0.996124	csin110541	19.3	21.9	0.996124	D915_04149	47.6	56.6	0.98062	6.60	3.59	T04C12.4	31.8	46.3	0.984496	FBpp0070787	32.1	46.3	0.984496	ENSMUSP00000127663.1	40.5	58.5	0.976744	ENSP00000290378.4	32.4	46.6	FALSE	0.988372	T04C12.4	FBpp0070787	ENSMUSP00000127663.1	FALSE
MS3_07219	P23820	REIS_TODPA	19.9	32.5	0.926941	Smp_180030.1	15.7	27.6	0.945205	Sjp_0107370	63.5	73.0	0.995434	T265_04947	21.2	35.0	0.936073	csin109512	23.9	35.3	0.926941	D915_01742	22.1	32.4	0.808219	0.46	27.13	D1022.6	12.6	25.2	0.981735	FBpp0079875	14.4	24.2	0.931507	ENSMUSP00000132360.1	17.5	29.2	0.972603	ENSP00000314992.4	15.7	28.9	TRUE	0.972603				FALSE
MS3_07218						Smp_107700.1	8.6	9.7	1					T265_13873	14.3	25.8	0.96	csin102368	7.1	10.7	0.632					0.00	0.00																					FALSE
MS3_07217	Q8IMC6	ASATR_DROME	18.6	28.9	0.727575	Smp_164150.1	79.6	84.1	0.990864	Sjp_0080290	35.7	42.7	0.673588	T265_05771	22.6	34.7	0.854651	csin106953	20.6	29.2	0.665282	D915_01740	26.3	39.8	0.813123	2.70	0.10	R90.1	18.0	27.8	0.54485	FBpp0305126	19.6	30.6	0.792359	ENSMUSP00000044580.7	17.9	29.9	0.747508	ENSP00000259750.4	17.3	29.0	TRUE	0.730066		FBpp0305126		FALSE
MS3_07216	Q54KA7	SECG_DICDI	4.1	5.8	1	Smp_077820.1	60.6	66.2	1	Sjp_0022590	4.4	6.8	0.990826	T265_05773	36.2	45.2	0.981651	csin101256	7.4	11.1	0.770642	D915_01741	22.2	30.4	0.568807	1.84	0.00	B0350.2c	1.8	2.9	1	FBpp0084264	3.0	5.2	0.990826	ENSMUSP00000106316.2	2.1	3.5	0.981651	ENSP00000265709.8	1.9	3.2	TRUE	0.981651			ENSMUSP00000106316.2	FALSE
MS3_07215	A7S4N4	SERIC_NEMVE	41.8	62.2	0.948889	Smp_207060.1	63.5	66.7	0.986667	Sjp_0020490	51.0	57.8	0.742222	T265_07464	27.1	33.8	0.82	csin110542	22.2	29.1	0.928889	D915_04146	41.7	51.4	0.626667	232.33	235.38	Y57E12AL.1a	43.1	62.5	0.977778	FBpp0075147	39.7	57.6	0.98	ENSMUSP00000020027.4	41.8	61.6	0.971111	ENSP00000255175.1	42.2	62.2	FALSE	0.986667				FALSE
MS3_07214	Q0VD31	FBXL4_BOVIN	22.1	32.2	0.59632	Smp_176090.1	54.7	57.5	0.668831	Sjp_0085540	26.4	31.0	0.443723	T265_06186	39.4	51.3	0.883117	csin102982	22.2	29.6	0.464286	D915_13031	9.5	14.8	0.201299	23.16	6.39	T28B4.1a	9.3	15.3	0.365801	FBpp0073740	20.4	29.6	0.58658	ENSMUSP00000042219.3	20.0	29.2	0.546537	ENSP00000229971.1	19.8	29.3	TRUE	0.550866				FALSE
MS3_07213						Smp_176080.1	85.1	86.7	0.907121	Sjp_0014840	83.5	89.9	0.996904	T265_06187	33.5	44.7	0.95356	csin102981	32.4	45.0	0.93808					1525.89	829.69																					FALSE
MS3_07212	Q9VDG2	RLIP_DROME	13.6	22.4	0.4249	Smp_176070.1	78.1	82.9	0.956627					T265_03445	21.6	28.4	0.469076	csin106109	33.5	46.4	0.864257	D915_06576	16.9	21.7	0.327711	27.14	6.55	T23G11.5a	10.1	16.5	0.320482	FBpp0083406	13.6	22.4	0.4249	ENSMUSP00000024905.9	14.0	22.6	0.427309	ENSP00000019317.4	13.6	20.9	TRUE	0.407229				FALSE
MS3_07211	B0ZTE1	SOX21_XENLA	27.0	31.6	0.676692	Smp_179780.1	31.6	32.0	0.334586	Sjp_0090170	62.3	68.4	0.932331	T265_11164	17.2	20.0	0.387218	csin106380	21.4	25.6	0.586466	D915_00082	25.9	29.7	0.342105	1.34	0.23	F40E10.2	23.0	26.1	0.473684	FBpp0075490	22.1	25.7	0.703008	ENSMUSP00000096755.2	25.3	34.3	0.774436	ENSP00000323588.1	25.2	34.5	TRUE	0.774436		FBpp0075490	ENSMUSP00000096755.2	FALSE
MS3_07210						Smp_185180.1	34.1	37.6	1					T265_08528	20.6	32.4	0.969697									6.03	2.29																					FALSE
MS3_07209	Q9BSH4	TACO1_HUMAN	16.0	32.9	0.918367	Smp_098090.1	53.2	58.7	0.994898	Sjp_0014850	41.4	51.3	1	T265_13255	29.1	42.2	0.984694	csin106110	27.7	42.9	0.984694					10.31	9.71					FBpp0079575	19.5	37.9	0.923469	ENSMUSP00000002048.7	16.7	34.0	0.938776	ENSP00000258975.6	16.0	32.9	TRUE	0.918367				FALSE
MS3_07208	Q6WKZ8	UBR2_MOUSE	7.5	11.3	0.61295	Smp_176060.1	18.4	20.0	0.892086					T265_13254	12.2	15.9	0.900719	csin104332	17.2	22.2	0.902158	D915_06579	14.7	19.5	0.306475	50.32	14.82	C32E8.11	6.4	10.2	0.648921	FBpp0074189	7.1	11.7	0.648921	ENSMUSP00000108963.2	7.5	11.3	0.61295	ENSP00000361990.1	8.7	13.6	TRUE	0.697842			ENSMUSP00000108963.2	FALSE
MS3_07207	Q20263	GOT1_CAEEL	23.9	34.6	0.670103	Smp_166120.1	46.8	49.8	0.680412	Sjp_0083930	45.0	50.5	0.639175	T265_00614	6.9	10.2	0.917526	csin109541	7.0	10.5	0.93299	D915_14413	8.8	14.4	0.793814	42.03	75.26	F41C3.4	23.9	34.6	0.670103	FBpp0100008	20.5	29.9	0.56701	ENSMUSP00000138922.1	21.8	30.2	0.613402	ENSP00000229314.4	23.5	35.3	TRUE	0.659794	F41C3.4	FBpp0100008		FALSE
MS3_07206	O88951	LIN7B_MOUSE	37.2	40.6	1	Smp_055600.1	45.6	46.1	1	Sjp_0100010	64.7	65.4	1	T265_00613	45.1	46.1	1	csin109542	17.5	17.9	1	D915_06336	12.1	18.3	0.88764	373.27	327.58	Y54G11A.10a	31.1	38.3	1	FBpp0084162	38.1	41.6	0.977528	ENSMUSP00000003971.7	37.2	40.6	1	ENSP00000221459.2	36.7	40.1	TRUE	1		FBpp0084162		FALSE
MS3_07205	Q863B3	SND1_BOVIN	30.2	41.9	0.877437	Smp_081570.1	52.1	53.8	0.615599	Sjp_0100020	54.1	60.1	0.922006	T265_00614	44.0	53.8	0.972145	csin109541	43.6	53.2	0.954039	D915_14413	43.3	53.6	0.810585	108.33	151.90	F10G7.2	26.1	39.3	0.852368	FBpp0072419	27.8	40.3	0.906685	ENSMUSP00000001460.6	29.9	41.4	0.880223	ENSP00000346762.3	29.8	41.7	TRUE	0.880223	F10G7.2			FALSE
MS3_07204	Q9NXW9	ALKB4_HUMAN	13.8	19.0	0.349162	Smp_160040.1	35.3	39.2	0.607542	Sjp_0010190	34.2	45.7	0.78352	T265_06907	5.3	8.8	0.170391	csin109113	9.5	12.5	0.202514	D915_05585	10.1	17.9	0.372905	2.74	9.89	F09F7.7a	11.6	18.0	0.343575	FBpp0079466	11.3	18.3	0.339385	ENSMUSP00000040403.3	13.1	18.8	0.328212	ENSP00000292566.3	13.8	19.0	TRUE	0.349162			ENSMUSP00000040403.3	FALSE
MS3_07203	O88952	LIN7C_MOUSE	18.3	22.3	1	Smp_055600.1	29.0	29.0	1	Sjp_0077420	61.4	62.5	1	T265_00613	24.9	27.5	1	csin109542	9.7	10.7	1					0.00	0.00	Y54G11A.10a	11.5	20.1	1	FBpp0290878	12.6	16.3	1	ENSMUSP00000028583.7	18.3	22.3	1	ENSP00000278193.2	18.3	22.3	TRUE	1		FBpp0290878		FALSE
MS3_07201	Q92485	ASM3B_HUMAN	9.4	16.4	0.315705	Smp_133330.1	52.3	58.6	0.701923	Sjp_0004960	53.0	62.7	0.885417	T265_14569	27.1	37.3	0.667468	csin103221	25.8	35.8	0.645032	D915_00581	17.5	24.6	0.481571	0.00	0.00	ZK856.5	10.1	16.2	0.319712	FBpp0305041	10.8	17.1	0.338942	ENSMUSP00000030709.8	9.9	16.4	0.308494	ENSP00000363001.3	9.4	16.4	TRUE	0.315705				FALSE
MS3_07199						Smp_081720.1	16.7	20.1	0.840708																	0.44	0.61																					FALSE
MS3_07198	A1A5H6	CNOT1_DANRE	9.2	15.2	0.924202	Smp_133320.1	22.6	24.2	0.974734	Sjp_0004950	14.6	17.2	0.949468					csin103225	13.2	18.6	0.930851	D915_04625	14.9	20.5	0.324468	2.10	0.78					FBpp0111584	7.5	12.9	0.894947	ENSMUSP00000063565.8	8.4	13.7	0.855053	ENSP00000320949.5	8.6	13.9	TRUE	0.865691		FBpp0111584		FALSE
MS3_07197	Q6ZQ08	CNOT1_MOUSE	19.5	29.0	0.674543	Smp_133320.1	52.4	53.8	0.800267	Sjp_0004950	56.8	59.8	0.969238					csin103225	17.7	22.4	0.467677	D915_04622	27.6	31.7	0.424432	49.38	24.90	F57B9.2a	16.7	26.6	0.707089	FBpp0111584	18.4	28.3	0.700401	ENSMUSP00000063565.8	19.1	28.5	0.661614	ENSP00000320949.5	19.5	29.1	TRUE	0.674989		FBpp0111584		FALSE
MS3_07196						Smp_032770.1	65.7	68.1	1	Sjp_0059670	79.1	85.8	1	T265_07428	23.8	33.2	0.554286	csin103325	31.4	43.8	0.8	D915_01298	28.6	44.2	0.874286	76.50	78.17																					FALSE
MS3_07195	P61270	RS11_MACFA	69.4	78.1	0.986014	Smp_032760.1	94.5	96.6	1	Sjp_0059680	93.8	95.2	1	T265_07425	89.0	92.5	1	csin103324	79.4	83.9	0.986014	D915_01297	85.6	94.5	1	1371.11	2585.02	F40F11.1	58.0	68.2	0.986014	FBpp0087114	62.8	77.6	0.986014	ENSMUSP00000003521.8	69.4	78.1	0.986014	ENSP00000270625.1	69.4	78.1	FALSE	0.986014	F40F11.1	FBpp0087114		TRUE
MS3_07194	Q9U3I4	EMRE_CAEEL	34.4	49.0	0.931034	Smp_032790.1	88.5	94.3	1	Sjp_0059660	67.8	81.6	1	T265_14890	28.0	40.0	0.816092	csin110161	51.6	62.1	0.931034	D915_09513	24.3	35.7	0.850575	53.54	106.64	F20D1.10	34.4	49.0	0.931034	FBpp0085960	29.5	45.5	0.827586	ENSMUSP00000023086.8	30.6	47.2	0.988506	ENSP00000327467.3	21.3	34.6	TRUE	0.770115		FBpp0085960	ENSMUSP00000023086.8	FALSE
MS3_07193						Smp_139860.1	19.0	23.7	0.689908	Sjp_0112800	13.2	18.1	0.275229													2.19	0.38									ENSMUSP00000134273.1	7.5	11.9	0.844037	ENSP00000451131.1	6.6	11.1	TRUE	0.750459				FALSE
MS3_07192						Smp_139860.1	11.4	13.5	0.754266	Sjp_0070880	45.4	52.7	0.832765													1.82	1.04													ENSP00000451131.1	4.0	7.3	TRUE	0.921502				FALSE
MS3_07191	Q86TZ1	TTC6_HUMAN	18.3	29.8	0.813364	Smp_139860.1	24.4	28.5	0.910138	Sjp_0095140	33.3	38.4	0.552995									D915_01294	9.3	15.8	0.352535	0.20	0.00									ENSMUSP00000134273.1	5.5	9.4	0.824885	ENSP00000267368.7	18.3	29.8	TRUE	0.813364				FALSE
MS3_07190	Q9Y673	ALG5_HUMAN	49.8	67.6	0.972561	Smp_032780.1	75.2	76.4	0.996951	Sjp_0059720	83.8	87.8	0.908537	T265_02152	61.2	74.0	0.97561	csin109417	73.2	85.4	0.990854	D915_08217	24.8	29.5	0.493902	75.87	93.74	H43I07.3a	37.6	55.8	0.92378	FBpp0079234	49.0	65.1	0.972561	ENSMUSP00000035879.3	47.2	65.3	0.960366	ENSP00000239891.3	49.8	67.6	FALSE	0.972561		FBpp0079234	ENSMUSP00000035879.3	FALSE
MS3_07189	Q5RFT1	S35F6_PONAB	21.6	32.8	0.704348	Smp_163220.1	74.1	76.4	0.797101	Sjp_0021820	66.2	74.6	0.910145	T265_09374	26.3	33.6	0.82029	csin107374	47.4	60.4	0.794203	D915_09887	5.1	6.6	0.0985507	39.87	39.81	C29H12.2	19.3	31.1	0.730435	FBpp0081982	15.8	25.9	0.695652	ENSMUSP00000058680.5	20.0	31.1	0.66087	ENSP00000345528.5	22.2	34.1	TRUE	0.730435				FALSE
MS3_07187	Q4V8C3	EMAL1_RAT	44.2	60.6	0.923536	Smp_163210.1	93.0	94.1	0.960573	Sjp_0091140	52.1	54.6	0.599761	T265_05203	56.0	68.1	0.9546	csin109253	44.9	54.5	0.916368	D915_06119	18.8	21.6	0.272401	32.17	14.25	F38A6.2a	28.8	44.7	0.90681	FBpp0288783	23.1	35.7	0.897252	ENSMUSP00000057209.7	44.9	61.5	0.916368	ENSP00000262233.6	43.4	60.2	FALSE	0.916368				FALSE
MS3_07186	Q9NRH2	SNRK_HUMAN	22.7	28.9	0.493223	Smp_068990.1	90.9	95.0	0.990211	Sjp_0011590	78.1	85.3	0.99247	T265_05206	41.1	51.6	0.923946	csin100924	45.1	56.4	0.935994	D915_02272	43.8	56.8	0.955572	37.30	11.88	ZK524.4	29.0	41.4	0.728916	FBpp0086695	27.0	37.4	0.605422	ENSMUSP00000112919.1	21.3	27.6	0.464608	ENSP00000296088.7	22.7	28.9	TRUE	0.493223		FBpp0086695		FALSE
MS3_07185	Q15269	PWP2_HUMAN	14.8	19.8	0.989091	Smp_126910.1	27.0	27.8	0.996364	Sjp_0118270	52.0	57.3	0.949091	T265_00780	18.1	21.8	0.996364	csin110234	16.6	22.2	0.92	D915_05717	24.3	36.2	0.650909	23.17	23.17	F55F8.3	11.7	18.6	0.996364	FBpp0087322	13.3	18.5	0.996364	ENSMUSP00000045812.9	14.1	19.7	0.989091	ENSP00000291576.6	14.8	19.8	TRUE	0.989091	F55F8.3	FBpp0087322		FALSE
MS3_07184	Q8QHA5	DNA2_XENLA	21.6	33.5	0.778029	Smp_197880.1	49.1	51.7	0.907135	Sjp_0039060	39.1	46.7	0.706682	T265_12528	21.2	31.2	0.87316	csin111855	19.0	28.3	0.892412	D915_09262	18.8	26.4	0.375991	5.86	3.24	F43G6.1	18.0	31.0	0.778029	FBpp0071350	20.4	32.5	0.82786	ENSMUSP00000115750.1	21.5	32.2	0.787089	ENSP00000351185.3	21.4	33.3	TRUE	0.783692	F43G6.1	FBpp0071350	ENSMUSP00000115750.1	FALSE
MS3_07183	Q28CV2	T184C_XENTR	26.5	36.6	0.848057	Smp_126920.1	63.0	63.9	1	Sjp_0065280	12.9	15.1	0.749117	T265_11495	19.9	24.3	0.964664	csin105505	24.2	32.9	0.65371	D915_08542	19.3	24.0	0.462898	52.13	61.54	F40E10.6	18.3	28.0	0.80212	FBpp0303021	18.8	27.5	0.915194	ENSMUSP00000034030.8	18.9	29.6	0.989399	ENSP00000296582.3	27.9	41.2	TRUE	0.936396				FALSE
MS3_07182	Q15269	PWP2_HUMAN	15.4	23.0	0.907692	Smp_126910.1	35.3	36.9	0.974359	Sjp_0128350	19.0	22.7	0.271795	T265_00780	22.6	28.4	0.969231	csin110234	29.3	36.6	0.969231	D915_05718	22.3	30.5	0.402564	20.02	24.18	F55F8.3	13.4	21.6	0.902564	FBpp0087322	14.4	22.8	0.928205	ENSMUSP00000045812.9	15.3	23.4	0.905128	ENSP00000291576.6	15.4	23.0	TRUE	0.907692	F55F8.3	FBpp0087322		FALSE
MS3_07181	Q9XZ58	CSN5_DROME	12.6	17.3	0.325714	Smp_197880.1	25.7	28.6	0.912381	Sjp_0065280	23.6	30.2	0.900952	T265_00468	8.5	13.3	0.881905	csin112900	12.2	14.6	0.28	D915_11118	14.8	18.1	0.361905	2.28	1.63	B0547.1	11.1	15.1	0.32381	FBpp0082743	12.6	17.3	0.325714	ENSMUSP00000027050.3	10.3	13.6	0.281905	ENSP00000350512.4	10.3	13.6	TRUE	0.281905	B0547.1	FBpp0082743	ENSMUSP00000027050.3	FALSE
MS3_07180						Smp_126940.1	64.6	66.9	0.716753	Sjp_0131860	24.4	28.3	0.326425	T265_14928	25.9	38.9	0.7962	csin104749	14.4	20.1	0.374208	D915_01851	10.2	14.3	0.242948	26.12	0.53					FBpp0086544	14.0	23.4	0.531376					ENSP00000485357.1	6.3	11.4	TRUE	0.728267		FBpp0086544		FALSE
MS3_07179	O54965	RNF13_MOUSE	13.1	19.0	0.473568	Smp_047700.1	89.5	92.5	1	Sjp_0024510	53.0	60.3	0.737885	T265_05436	26.3	36.1	0.918502	csin108802	37.5	51.0	0.940529	D915_08156	27.1	31.8	0.473568	60.39	51.17	C01G6.4	10.6	17.3	0.356828	FBpp0081596	5.5	8.1	0.506608	ENSMUSP00000049331.9	13.1	19.0	0.473568	ENSP00000253571.3	10.8	17.2	TRUE	0.579295		FBpp0081596		FALSE
MS3_07178	P25320	FRIH2_SCHMA	80.1	87.3	0.950276	Smp_047660.1	93.4	95.6	1	Sjp_0024480	80.7	88.4	0.950276	T265_12440	57.4	74.9	0.944751	csin102027	56.8	76.0	0.944751	D915_08158	61.3	76.8	0.944751	319.05	946.00	D1037.3	47.5	60.8	0.939227	FBpp0073576	42.2	56.2	0.966851	ENSMUSP00000025563.6	48.7	66.1	0.961326	ENSP00000273550.7	50.0	65.8	FALSE	0.961326			ENSMUSP00000025563.6	FALSE
MS3_07177	Q9D2C2	SAAL1_MOUSE	15.8	24.8	0.940909	Smp_123770.1	47.3	48.4	1	Sjp_0024530	23.1	27.1	0.986364	T265_00039	13.8	18.5	0.972727	csin103621	25.2	33.7	0.968182	D915_05841	30.0	37.6	0.7	44.17	45.12									ENSMUSP00000120658.1	15.8	24.8	0.940909	ENSP00000431160.1	22.3	33.0	TRUE	0.909091				FALSE
